"PCC","AverageWeight","Year"
"33403630",NA,"1998"
"33403630",NA,"1997"
"33403630",NA,"1996"
"33403630",NA,"1995"
"33403615",NA,"2005"
"33403619",NA,"2006"
"33403250",NA,"1999"
"33403619",NA,"2004"
"33403619",NA,"2003"
"33403619",NA,"2002"
"33403619",NA,"2001"
"33403619",NA,"2000"
"33403619",NA,"1999"
"33403619",NA,"1998"
"33403619",NA,"1997"
"33403619",NA,"1996"
"33403619",NA,"1995"
"33403619",NA,"2007"
"33206210",NA,"2005"
"33206210",NA,"1994"
"33206255",NA,"2001"
"33206255",NA,"2000"
"33206255",NA,"1999"
"33206255",NA,"1998"
"33206255",NA,"1997"
"33206255",NA,"1996"
"33206255",NA,"1995"
"33206255",NA,"1994"
"33206255",NA,"1993"
"33206255",NA,"2003"
"33206210",NA,"2006"
"33206255",NA,"2004"
"33206210",NA,"2004"
"33206210",NA,"2003"
"33206210",NA,"2002"
"33206210",NA,"2001"
"33206210",NA,"2000"
"33206210",NA,"1999"
"33206210",NA,"1998"
"33206210",NA,"1997"
"33206210",NA,"1996"
"33206550",NA,"2003"
"33206210",NA,"2007"
"33206370",NA,"2005"
"33403250",NA,"2001"
"33206550",NA,"2001"
"33206550",NA,"2000"
"33206550",NA,"1999"
"33206550",NA,"1998"
"33206550",NA,"1997"
"33206550",NA,"1996"
"33206550",NA,"1995"
"33206550",NA,"1994"
"33206550",NA,"1993"
"33206255",NA,"2002"
"33206370",NA,"2006"
"33206210",NA,"1993"
"33206370",NA,"2004"
"33206370",NA,"2003"
"33206370",NA,"2002"
"33206370",NA,"2001"
"33206370",NA,"2000"
"33206370",NA,"1999"
"33206370",NA,"1998"
"33206255",NA,"2007"
"33206255",NA,"2006"
"33206255",NA,"2005"
"33206370",NA,"2007"
"33205313",NA,"2000"
"33206210",NA,"1995"
"33205381",NA,"1996"
"33205381",NA,"1995"
"33205381",NA,"1994"
"33205381",NA,"1993"
"33205313",NA,"2007"
"33205313",NA,"2006"
"33205313",NA,"2005"
"33205313",NA,"2004"
"33205313",NA,"2003"
"33205381",NA,"1998"
"33205313",NA,"2001"
"33205381",NA,"1999"
"33205313",NA,"1999"
"33205313",NA,"1998"
"33205313",NA,"1997"
"33205313",NA,"1996"
"33205313",NA,"1995"
"33205313",NA,"1994"
"33205313",NA,"1993"
"33205283",NA,"2007"
"33205283",NA,"2006"
"33205283",NA,"2005"
"33205313",NA,"2002"
"33205383",NA,"1995"
"33205383",NA,"2007"
"33205383",NA,"2006"
"33205383",NA,"2005"
"33205383",NA,"2004"
"33205383",NA,"2003"
"33205383",NA,"2002"
"33205383",NA,"2001"
"33205383",NA,"2000"
"33205383",NA,"1999"
"33205383",NA,"1998"
"33205381",NA,"1997"
"33205383",NA,"1996"
"33206550",NA,"2004"
"33205383",NA,"1994"
"33205383",NA,"1993"
"33205381",NA,"2007"
"33205381",NA,"2006"
"33205381",NA,"2005"
"33205381",NA,"2004"
"33205381",NA,"2003"
"33205381",NA,"2002"
"33205381",NA,"2001"
"33205381",NA,"2000"
"33205383",NA,"1997"
"33207015",NA,"2005"
"33207015",NA,"1994"
"33403230",NA,"2001"
"33403230",NA,"2000"
"33403230",NA,"1999"
"33403230",NA,"1998"
"33403230",NA,"1997"
"33403230",NA,"1996"
"33403230",NA,"1995"
"33403230",NA,"1994"
"33403230",NA,"1993"
"33403230",NA,"2003"
"33207015",NA,"2006"
"33403230",NA,"2004"
"33207015",NA,"2004"
"33207015",NA,"2003"
"33207015",NA,"2002"
"33207015",NA,"2001"
"33207015",NA,"2000"
"33207015",NA,"1999"
"33207015",NA,"1998"
"33207015",NA,"1997"
"33207015",NA,"1996"
"33206550",NA,"2002"
"33207015",NA,"2007"
"33403239",NA,"1993"
"33403250",NA,"1998"
"33403250",NA,"1997"
"33403250",NA,"1996"
"33403250",NA,"1995"
"33403250",NA,"1994"
"33403250",NA,"1993"
"33403239",NA,"1999"
"33403239",NA,"1998"
"33403239",NA,"1997"
"33403239",NA,"1996"
"33403230",NA,"2002"
"33403239",NA,"1994"
"33207015",NA,"1993"
"33403235",NA,"1999"
"33403235",NA,"1998"
"33403235",NA,"1997"
"33403235",NA,"1996"
"33403235",NA,"1995"
"33403235",NA,"1994"
"33403235",NA,"1993"
"33403230",NA,"2007"
"33403230",NA,"2006"
"33403230",NA,"2005"
"33403239",NA,"1995"
"33206553",NA,"2000"
"33207015",NA,"1995"
"33206559",NA,"2001"
"33206559",NA,"2000"
"33206559",NA,"1999"
"33206559",NA,"1998"
"33206559",NA,"1997"
"33206559",NA,"1996"
"33206559",NA,"1995"
"33206559",NA,"1994"
"33206559",NA,"1993"
"33206570",NA,"1993"
"33206553",NA,"2001"
"33206570",NA,"1994"
"33206553",NA,"1999"
"33206553",NA,"1998"
"33206553",NA,"1997"
"33206553",NA,"1996"
"33206553",NA,"1995"
"33206553",NA,"1994"
"33206553",NA,"1993"
"33206550",NA,"2007"
"33206550",NA,"2006"
"33206550",NA,"2005"
"33206553",NA,"2002"
"33206570",NA,"2005"
"33206579",NA,"2002"
"33206579",NA,"2001"
"33206579",NA,"2000"
"33206579",NA,"1999"
"33206579",NA,"1998"
"33206579",NA,"1997"
"33206579",NA,"1996"
"33206579",NA,"1995"
"33206579",NA,"1994"
"33206579",NA,"1993"
"33206559",NA,"2002"
"33206570",NA,"2006"
"33501155",0.01,"1995"
"33206570",NA,"2004"
"33206570",NA,"2003"
"33206570",NA,"2002"
"33206570",NA,"2001"
"33206570",NA,"2000"
"33206570",NA,"1999"
"33206570",NA,"1998"
"33206570",NA,"1997"
"33206570",NA,"1996"
"33206570",NA,"1995"
"33206570",NA,"2007"
"36301533",5,"1995"
"36301510",5,"1998"
"36301533",5,"2006"
"36301533",5,"2005"
"36301533",5,"2004"
"36301533",5,"2003"
"36301533",5,"2002"
"36301533",5,"2001"
"36301533",5,"2000"
"36301533",5,"1999"
"36301533",5,"1998"
"36301537",NA,"1993"
"36301533",5,"1996"
"36301537",NA,"1994"
"36301533",5,"1994"
"36301510",5,"2007"
"36301510",5,"2006"
"36301510",5,"2005"
"36301510",5,"2004"
"36301510",5,"2003"
"36301510",5,"2002"
"36301510",5,"2001"
"36301510",5,"2000"
"36301540",5,"2003"
"36301533",5,"1997"
"36301537",NA,"2005"
"33501153",0.01,"1998"
"36301540",5,"2001"
"36301540",5,"2000"
"36301540",5,"1999"
"36301540",5,"1998"
"36301540",5,"1997"
"36301540",5,"1996"
"36301540",5,"1995"
"36301540",5,"1994"
"36301540",5,"1993"
"36301533",5,"2007"
"36301537",NA,"2006"
"36301441",NA,"1999"
"36301537",NA,"2004"
"36301537",NA,"2003"
"36301537",NA,"2002"
"36301537",NA,"2001"
"36301537",NA,"2000"
"36301537",NA,"1999"
"36301537",NA,"1998"
"36301537",NA,"1997"
"36301537",NA,"1996"
"36301537",NA,"1995"
"36301537",NA,"2007"
"33502137",0.05,"2007"
"36301510",5,"1999"
"33502235",0.5,"2004"
"33502235",0.5,"2003"
"33502235",0.5,"2002"
"33502235",0.5,"2001"
"33502235",0.5,"2000"
"33502235",0.5,"1998"
"33502235",0.5,"1997"
"33502235",0.5,"1996"
"33502235",0.5,"1995"
"33502235",0.5,"2007"
"33502235",0.5,"1993"
"33502239",0.5,"1993"
"33502137",0.05,"2006"
"33502137",0.05,"2005"
"33502137",0.05,"2004"
"33502137",0.05,"2003"
"33502137",0.05,"2002"
"33502137",0.05,"2001"
"33502137",0.05,"2000"
"33502137",0.05,"1999"
"33502137",0.05,"1998"
"33502137",0.05,"1997"
"33502235",0.5,"1994"
"33502239",0.5,"2006"
"36301441",NA,"1998"
"36301441",NA,"1997"
"36301441",NA,"1996"
"36301441",NA,"1995"
"36301441",NA,"1994"
"36301430",NA,"1993"
"33502930",NA,"2007"
"33502930",NA,"2006"
"33502930",NA,"2005"
"33502930",NA,"2004"
"33502235",0.5,"2006"
"33502239",0.5,"2007"
"36301540",5,"2004"
"33502239",0.5,"2004"
"33502239",0.5,"2003"
"33502239",0.5,"2002"
"33502239",0.5,"2001"
"33502239",0.5,"2000"
"33502239",0.5,"1998"
"33502239",0.5,"1997"
"33502239",0.5,"1996"
"33502239",0.5,"1995"
"33502239",0.5,"1994"
"33502930",NA,"2003"
"36503310",NA,"1999"
"36502030",NA,"2002"
"36504200",2,"1995"
"36504200",2,"1994"
"36504200",2,"1993"
"36503310",NA,"2007"
"36503310",NA,"2006"
"36503310",NA,"2005"
"36503310",NA,"2004"
"36503310",NA,"2003"
"36503310",NA,"2002"
"36504200",2,"1997"
"36503310",NA,"2000"
"36504200",2,"1998"
"36503310",NA,"1998"
"36503310",NA,"1997"
"36503310",NA,"1996"
"36503310",NA,"1995"
"36503310",NA,"1994"
"36503310",NA,"1993"
"36502030",NA,"2006"
"36502030",NA,"2005"
"36502030",NA,"2004"
"36301540",5,"2002"
"36503310",NA,"2001"
"36504355",NA,"1994"
"36504355",NA,"2006"
"36504355",NA,"2005"
"36504355",NA,"2004"
"36504355",NA,"2003"
"36504355",NA,"2002"
"36504355",NA,"2001"
"36504355",NA,"2000"
"36504355",NA,"1999"
"36504355",NA,"1998"
"36504355",NA,"1997"
"36504200",2,"1996"
"36504355",NA,"1995"
"36502030",NA,"2001"
"36504355",NA,"1993"
"36504200",2,"2007"
"36504200",2,"2006"
"36504200",2,"2005"
"36504200",2,"2004"
"36504200",2,"2003"
"36504200",2,"2002"
"36504200",2,"2001"
"36504200",2,"2000"
"36504200",2,"1999"
"36504355",NA,"1996"
"36301550",NA,"1993"
"36502030",NA,"2003"
"36301550",5,"2004"
"36301550",5,"2003"
"36301550",5,"2002"
"36301550",5,"2001"
"36301550",5,"2000"
"36301550",5,"1999"
"36301550",5,"1998"
"36301550",5,"1997"
"36301550",5,"1996"
"36301550",5,"2006"
"36301550",NA,"1994"
"36301550",5,"2007"
"36301549",5,"1999"
"36301549",5,"1998"
"36301549",5,"1997"
"36301549",5,"1996"
"36301549",5,"1995"
"36301549",5,"1994"
"36301549",5,"1993"
"36301540",5,"2007"
"36301540",5,"2006"
"36301540",5,"2005"
"36301550",5,"1995"
"36301590",NA,"2004"
"36502030",NA,"2000"
"36502030",NA,"1999"
"36502030",NA,"1998"
"36502030",NA,"1997"
"36502030",NA,"1996"
"36502030",NA,"1995"
"36502030",NA,"1994"
"36502030",NA,"1993"
"36502020",NA,"2007"
"36301590",5,"2007"
"36301550",5,"2005"
"36301590",5,"2005"
"33502137",0.05,"1994"
"36301590",5,"2003"
"36301590",5,"2002"
"36301590",5,"2001"
"36301590",5,"2000"
"36301590",5,"1999"
"36301590",5,"1998"
"36301590",NA,"1997"
"36301590",NA,"1996"
"36301590",NA,"1995"
"36301590",NA,"1994"
"36301590",5,"2006"
"33501253",0.01,"1998"
"33501250",0.01,"1999"
"33501300",NA,"2000"
"33501300",NA,"1998"
"33501257",NA,"1999"
"33501257",NA,"1998"
"33501257",NA,"1996"
"33501257",NA,"1995"
"33501255",NA,"1999"
"33501255",NA,"1998"
"33501255",NA,"1996"
"33501300",NA,"2002"
"33501253",0.01,"1999"
"33501300",NA,"2003"
"33501253",0.01,"1996"
"33501253",0.01,"1995"
"33501250",0.01,"2007"
"33501250",0.01,"2006"
"33501250",0.01,"2005"
"33501250",0.01,"2004"
"33501250",0.01,"2003"
"33501250",0.01,"2002"
"33501250",0.01,"2001"
"33502137",0.05,"1996"
"33501255",NA,"1995"
"33501413",NA,"2002"
"33501419",NA,"2003"
"33501419",NA,"2002"
"33501419",NA,"2001"
"30021670",NA,"1998"
"33501419",NA,"1999"
"31621157",NA,"1997"
"33501419",NA,"1996"
"33501413",NA,"2007"
"33501413",NA,"2006"
"33501413",NA,"2005"
"33501300",NA,"2001"
"33501413",NA,"2003"
"33501250",0.01,"1998"
"33501413",NA,"2001"
"33501413",NA,"2000"
"33501413",NA,"1999"
"33501413",NA,"1998"
"33501413",NA,"1996"
"33501413",NA,"1995"
"33501300",NA,"2007"
"33501300",NA,"2006"
"33501300",NA,"2005"
"33501300",NA,"2004"
"33501413",NA,"2004"
"33501213",0.01,"1998"
"33501250",0.01,"2000"
"33501215",0.01,"1996"
"33501215",0.01,"1995"
"33501213",0.01,"2007"
"33501213",0.01,"2006"
"33501213",0.01,"2005"
"33501213",0.01,"2004"
"33501213",0.01,"2003"
"33501213",0.01,"2002"
"33501213",0.01,"2001"
"33501215",0.01,"1999"
"33501213",0.01,"1999"
"33501215",0.01,"2000"
"33501213",0.01,"1996"
"33501213",0.01,"1995"
"33501157",0.01,"1999"
"33501157",0.01,"1998"
"33501157",0.01,"1996"
"33501157",0.01,"1995"
"33501155",0.01,"1999"
"33501155",0.01,"1998"
"33501155",0.01,"1996"
"33501419",NA,"1998"
"33501213",0.01,"2000"
"33501217",0.01,"1999"
"33501250",0.01,"1996"
"33501250",0.01,"1995"
"33501230",0.01,"2005"
"33501230",0.01,"2003"
"33501217",0.01,"2007"
"33501217",0.01,"2006"
"33501217",0.01,"2005"
"33501217",0.01,"2004"
"33501217",0.01,"2003"
"33501217",0.01,"2002"
"33501215",0.01,"1998"
"33501217",0.01,"2000"
"33501433",0.16,"1999"
"33501217",0.01,"1998"
"33501217",0.01,"1996"
"33501217",0.01,"1995"
"33501215",0.01,"2007"
"33501215",0.01,"2006"
"33501215",0.01,"2005"
"33501215",0.01,"2004"
"33501215",0.01,"2003"
"33501215",0.01,"2002"
"33501215",0.01,"2001"
"33501217",0.01,"2001"
"33501575",NA,"1993"
"33501433",0.16,"1996"
"33502133",0.05,"1998"
"33502133",0.05,"1997"
"33502133",0.05,"1996"
"33502133",0.05,"1995"
"33502133",0.05,"1994"
"33502133",0.05,"1993"
"33501575",NA,"1998"
"33501575",NA,"1997"
"33501575",NA,"1996"
"33502133",0.05,"2000"
"33501575",NA,"1994"
"33502133",0.05,"2001"
"33501570",NA,"2001"
"33501570",NA,"2000"
"33501570",NA,"1999"
"33501570",NA,"1998"
"33501530",NA,"2002"
"33501530",NA,"2001"
"33501530",NA,"2000"
"33501530",NA,"1999"
"33501530",NA,"1998"
"33501530",NA,"1997"
"33501575",NA,"1995"
"33502135",0.05,"1997"
"33501153",0.01,"1999"
"33502137",0.05,"1993"
"33502135",0.05,"2007"
"33502135",0.05,"2006"
"33502135",0.05,"2005"
"33502135",0.05,"2004"
"33502135",0.05,"2003"
"33502135",0.05,"2002"
"33502135",0.05,"2001"
"33502135",0.05,"2000"
"33502133",0.05,"1999"
"33502135",0.05,"1998"
"33501530",NA,"1994"
"33502135",0.05,"1996"
"33502135",0.05,"1995"
"33502135",0.05,"1994"
"33502135",0.05,"1993"
"33502133",0.05,"2007"
"33502133",0.05,"2006"
"33502133",0.05,"2005"
"33502133",0.05,"2004"
"33502133",0.05,"2003"
"33502133",0.05,"2002"
"33502135",0.05,"1999"
"33501443",0.66,"1998"
"33501460",NA,"2000"
"33501460",NA,"1998"
"33501460",NA,"1993"
"33501443",0.66,"2007"
"33501443",0.66,"2006"
"33501443",0.66,"2005"
"33501443",0.66,"2004"
"33501443",0.66,"2003"
"33501443",0.66,"2002"
"33501443",0.66,"2001"
"33501530",NA,"1996"
"33501443",0.66,"1999"
"33501460",NA,"2003"
"33501443",0.66,"1996"
"33501433",0.16,"2007"
"33501433",0.16,"2006"
"33501433",0.16,"2005"
"33501433",0.16,"2004"
"33501433",0.16,"2003"
"33501433",0.16,"2002"
"33501433",0.16,"2001"
"33501433",0.16,"2000"
"33502137",0.05,"1995"
"33501443",0.66,"2000"
"33501475",NA,"2001"
"33501433",0.16,"1998"
"33501530",NA,"1993"
"33501479",NA,"2005"
"33501479",NA,"2004"
"33501479",NA,"2003"
"33501479",NA,"2002"
"33501479",NA,"2001"
"33501479",NA,"2000"
"33501479",NA,"1998"
"33501475",NA,"2004"
"33501460",NA,"2001"
"33501475",NA,"2002"
"33501460",NA,"2002"
"33501475",NA,"2000"
"33501475",NA,"1999"
"33501473",NA,"1993"
"33501467",NA,"1999"
"33501467",NA,"1998"
"33501467",NA,"1996"
"33501460",NA,"2007"
"33501460",NA,"2006"
"33501460",NA,"2005"
"33501460",NA,"2004"
"33501530",NA,"1995"
"33501475",NA,"2003"
"32302030",7.7,"1996"
"32302020",7.7,"1999"
"32302049",NA,"1993"
"32302030",7.7,"2006"
"32302030",7.7,"2005"
"32302030",7.7,"2004"
"32302030",7.7,"2003"
"32302030",7.7,"2002"
"32302030",7.7,"2001"
"32302030",7.7,"2000"
"32302030",7.7,"1999"
"32302049",NA,"1996"
"32302030",7.7,"1997"
"32302049",NA,"1997"
"32302030",7.7,"1995"
"32302030",7.7,"1994"
"32302030",7.7,"1993"
"32302020",7.7,"2006"
"32302020",7.7,"2005"
"32302020",7.7,"2004"
"32302020",7.7,"2003"
"32302020",7.7,"2002"
"32302020",7.7,"2001"
"32303135",50,"1994"
"32302030",7.7,"1998"
"32302079",7.7,"1995"
"32303279",NA,"2006"
"32302079",7.7,"2006"
"32302079",7.7,"2005"
"32302079",7.7,"2004"
"32302079",7.7,"2003"
"32302079",7.7,"2002"
"32302079",7.7,"2001"
"32302079",7.7,"2000"
"32302079",7.7,"1999"
"32302079",7.7,"1998"
"32302049",NA,"1994"
"32302079",7.7,"1996"
"32302020",7.7,"1998"
"32302049",NA,"2007"
"32302049",NA,"2006"
"32302049",NA,"2005"
"32302049",NA,"2004"
"32302049",NA,"2003"
"32302049",NA,"2002"
"32302049",NA,"2001"
"32302049",NA,"2000"
"32302049",NA,"1999"
"32302049",NA,"1998"
"32302079",7.7,"1997"
"32301175",0.3,"2005"
"32302020",7.7,"2000"
"32301177",NA,"2001"
"32301177",NA,"2000"
"32301177",NA,"1999"
"32301177",NA,"1998"
"32301177",NA,"1997"
"32301177",NA,"1996"
"32301177",NA,"1995"
"32301177",NA,"1994"
"32301177",NA,"1993"
"32301177",NA,"2003"
"32301175",0.3,"2006"
"32301177",NA,"2004"
"32301175",0.3,"2004"
"32301175",0.3,"2003"
"32301175",0.3,"2002"
"32301175",0.3,"2001"
"32301175",0.3,"2000"
"32301175",0.3,"1999"
"32301175",0.3,"1998"
"32301175",0.3,"1997"
"32301175",0.3,"1996"
"32301175",0.3,"1995"
"32301175",0.3,"2007"
"32301179",NA,"2000"
"32302020",7.7,"1997"
"32302020",7.7,"1996"
"32302020",7.7,"1995"
"32302020",7.7,"1994"
"32302020",7.7,"1993"
"32301179",NA,"2007"
"32301179",NA,"2006"
"32301179",NA,"2005"
"32301179",NA,"2004"
"32301179",NA,"2003"
"32301177",NA,"2002"
"32301179",NA,"2001"
"32303135",50,"1995"
"32301179",NA,"1999"
"32301179",NA,"1998"
"32301179",NA,"1997"
"32301179",NA,"1996"
"32301179",NA,"1995"
"32301179",NA,"1994"
"32301179",NA,"1993"
"32301177",NA,"2007"
"32301177",NA,"2006"
"32301177",NA,"2005"
"32301179",NA,"2002"
"32303230",NA,"1998"
"32303175",NA,"2001"
"32303275",1.6,"1994"
"32303275",1.6,"1993"
"32303230",NA,"2007"
"32303230",NA,"2006"
"32303230",NA,"2005"
"32303230",NA,"2004"
"32303230",NA,"2003"
"32303230",NA,"2002"
"32303230",NA,"2001"
"32303275",1.6,"1996"
"32303230",NA,"1999"
"32303275",1.6,"1997"
"32303230",NA,"1997"
"32303230",NA,"1996"
"32303230",NA,"1995"
"32303230",NA,"1994"
"32303230",NA,"1993"
"32303175",NA,"2007"
"32303175",NA,"2006"
"32303175",NA,"2005"
"32303175",NA,"2004"
"32303135",50,"1993"
"32303230",NA,"2000"
"32303279",NA,"1993"
"32303279",NA,"2005"
"32303279",NA,"2004"
"32303279",NA,"2003"
"32303279",NA,"2002"
"32303279",NA,"2001"
"32303279",NA,"2000"
"32303279",NA,"1999"
"32303279",NA,"1998"
"32303279",NA,"1997"
"32303279",NA,"1996"
"32303275",1.6,"1995"
"32303279",NA,"1994"
"32303175",NA,"1999"
"32303275",1.6,"2007"
"32303275",1.6,"2006"
"32303275",1.6,"2005"
"32303275",1.6,"2004"
"32303275",1.6,"2003"
"32303275",1.6,"2002"
"32303275",1.6,"2001"
"32303275",1.6,"2000"
"32303275",1.6,"1999"
"32303275",1.6,"1998"
"32303279",NA,"1995"
"32303135",50,"2006"
"32303175",NA,"2003"
"32303139",NA,"2002"
"32303139",NA,"2001"
"32303139",NA,"2000"
"32303139",NA,"1999"
"32303139",NA,"1998"
"32303139",NA,"1997"
"32303139",NA,"1996"
"32303139",NA,"1995"
"32303139",NA,"1994"
"32303139",NA,"2004"
"32303135",50,"2007"
"32303139",NA,"2005"
"32303135",50,"2005"
"32303135",50,"2004"
"32303135",50,"2003"
"32303135",50,"2002"
"32303135",50,"2001"
"32303135",50,"2000"
"32303135",50,"1999"
"32303135",50,"1998"
"32303135",50,"1997"
"32303135",50,"1996"
"32303139",NA,"1993"
"32303150",NA,"2001"
"32303175",NA,"1998"
"32303175",NA,"1997"
"32303175",NA,"1996"
"32303175",NA,"1995"
"32303175",NA,"1994"
"32303175",NA,"1993"
"32303150",NA,"2007"
"32303150",NA,"2006"
"32303150",NA,"2005"
"32303150",NA,"2004"
"32303139",NA,"2003"
"32303150",NA,"2002"
"32301159",0.3,"2007"
"32303150",NA,"2000"
"32303150",NA,"1999"
"32303150",NA,"1998"
"32303150",NA,"1997"
"32303150",NA,"1996"
"32303150",NA,"1995"
"32303150",NA,"1994"
"32303150",NA,"1993"
"32303139",NA,"2007"
"32303139",NA,"2006"
"32303150",NA,"2003"
"32201170",NA,"1996"
"31621190",6.5,"1999"
"32201250",NA,"1993"
"32201170",NA,"2006"
"32201170",NA,"2005"
"32201170",NA,"2004"
"32201170",NA,"2003"
"32201170",NA,"2002"
"32201170",NA,"2001"
"32201170",NA,"2000"
"32201170",NA,"1999"
"32201250",NA,"1995"
"32201170",NA,"1997"
"32201290",0.66,"1993"
"32201160",NA,"2007"
"32201130",NA,"2007"
"31621190",6.5,"2007"
"31621190",6.5,"2006"
"31621190",6.5,"2005"
"31621190",6.5,"2004"
"31621190",6.5,"2003"
"31621190",6.5,"2002"
"31621190",6.5,"2001"
"32301175",0.3,"1994"
"32201170",NA,"1998"
"32201290",0.66,"2004"
"32202020",0.45,"2002"
"32202020",0.45,"2001"
"32202020",0.45,"2000"
"32202020",0.45,"1999"
"32202020",0.45,"1998"
"32202020",0.45,"1997"
"32202020",0.45,"1996"
"32202020",0.45,"1995"
"32202020",0.45,"1994"
"32201290",0.66,"2007"
"32201250",NA,"1994"
"32201290",0.66,"2005"
"31621190",6.5,"1998"
"32201290",0.66,"2003"
"32201290",0.66,"2002"
"32201290",0.66,"2001"
"32201290",0.66,"2000"
"32201290",0.66,"1999"
"32201290",0.66,"1998"
"32201290",0.66,"1997"
"32201290",0.66,"1996"
"32201290",0.66,"1995"
"32201290",0.66,"1994"
"32201290",0.66,"2006"
"31621157",NA,"2006"
"31621190",6.5,"2000"
"31621173",NA,"2001"
"31621173",NA,"2000"
"31621173",NA,"1999"
"31621173",NA,"1998"
"31621173",NA,"1997"
"31621173",NA,"1996"
"31621173",NA,"1995"
"31621173",NA,"1994"
"31621173",NA,"1993"
"31621173",NA,"2003"
"31621157",NA,"2007"
"31621173",NA,"2004"
"31621157",NA,"2005"
"31621157",NA,"2004"
"31621157",NA,"2003"
"31621157",NA,"2002"
"31621157",NA,"2001"
"31621157",NA,"2000"
"31621157",NA,"1999"
"31621157",NA,"1998"
"33205283",NA,"2003"
"33501419",NA,"2000"
"31621170",NA,"1993"
"31621175",NA,"2000"
"31621190",6.5,"1997"
"31621190",6.5,"1996"
"31621190",6.5,"1995"
"31621190",6.5,"1994"
"31621190",6.5,"1993"
"31621175",NA,"2007"
"31621175",NA,"2006"
"31621175",NA,"2005"
"31621175",NA,"2004"
"31621175",NA,"2003"
"31621173",NA,"2002"
"31621175",NA,"2001"
"32202020",0.45,"2005"
"31621175",NA,"1999"
"31621175",NA,"1998"
"31621175",NA,"1997"
"31621175",NA,"1996"
"31621175",NA,"1995"
"31621175",NA,"1994"
"31621175",NA,"1993"
"31621173",NA,"2007"
"31621173",NA,"2006"
"31621173",NA,"2005"
"31621175",NA,"2002"
"32202075",NA,"2001"
"32202020",0.45,"2003"
"32301155",0.3,"1996"
"32301155",0.3,"1995"
"32301155",0.3,"1994"
"32301155",0.3,"1993"
"32202080",10.32,"2007"
"32202079",NA,"1995"
"32202075",NA,"2006"
"32202075",NA,"2005"
"32202075",NA,"2004"
"32301155",0.3,"1998"
"32202075",NA,"2002"
"32301155",0.3,"1999"
"32202075",NA,"2000"
"32202075",NA,"1999"
"32202075",NA,"1998"
"32202075",NA,"1997"
"32202075",NA,"1996"
"32202075",NA,"1995"
"32202060",NA,"2006"
"32202060",NA,"2005"
"32202060",NA,"2004"
"32202060",NA,"2003"
"32202075",NA,"2003"
"32301159",0.3,"1995"
"32303175",NA,"2002"
"32301159",0.3,"2006"
"32301159",0.3,"2005"
"32301159",0.3,"2004"
"32301159",0.3,"2003"
"32301159",0.3,"2002"
"32301159",0.3,"2001"
"32301159",0.3,"2000"
"32301159",0.3,"1999"
"32301159",0.3,"1998"
"32301155",0.3,"1997"
"32301159",0.3,"1996"
"32202060",NA,"2000"
"32301159",0.3,"1994"
"32301159",0.3,"1993"
"32301155",0.3,"2007"
"32301155",0.3,"2006"
"32301155",0.3,"2005"
"32301155",0.3,"2004"
"32301155",0.3,"2003"
"32301155",0.3,"2002"
"32301155",0.3,"2001"
"32301155",0.3,"2000"
"32301159",0.3,"1997"
"32202030",NA,"2000"
"32202040",NA,"1999"
"32202040",NA,"1998"
"32202040",NA,"1997"
"32202040",NA,"1996"
"32202040",NA,"1995"
"32202040",NA,"1994"
"32202030",NA,"2006"
"32202030",NA,"2005"
"32202030",NA,"2004"
"32202030",NA,"2003"
"32202060",NA,"2002"
"32202030",NA,"2001"
"32202040",NA,"2002"
"32202030",NA,"1999"
"32202030",NA,"1998"
"32202030",NA,"1997"
"32202030",NA,"1996"
"32202030",NA,"1995"
"32202030",NA,"1994"
"32202025",NA,"2007"
"32202020",0.45,"2007"
"32202020",0.45,"2006"
"32301175",0.3,"1993"
"32202030",NA,"2002"
"32202050",NA,"2000"
"32202020",0.45,"2004"
"32202060",NA,"1999"
"32202060",NA,"1998"
"32202060",NA,"1997"
"32202060",NA,"1996"
"32202060",NA,"1995"
"32202050",NA,"2006"
"32202050",NA,"2005"
"32202050",NA,"2004"
"32202050",NA,"2003"
"32202040",NA,"2000"
"32202050",NA,"2001"
"32202040",NA,"2001"
"32202050",NA,"1999"
"32202050",NA,"1998"
"32202050",NA,"1997"
"32202050",NA,"1996"
"32202050",NA,"1995"
"32202050",NA,"1994"
"32202040",NA,"2006"
"32202040",NA,"2005"
"32202040",NA,"2004"
"32202040",NA,"2003"
"32202060",NA,"2001"
"32202050",NA,"2002"
"33201235",NA,"2004"
"33201235",NA,"1993"
"33201239",NA,"2004"
"33201239",NA,"2003"
"33201239",NA,"1998"
"33201239",NA,"1997"
"33201239",NA,"1996"
"33201239",NA,"1995"
"33201239",NA,"1994"
"33201239",NA,"1993"
"33201235",NA,"2007"
"33201239",NA,"2006"
"33201235",NA,"2005"
"33201239",NA,"2007"
"33201235",NA,"2003"
"33201235",NA,"2002"
"33201235",NA,"2001"
"33201235",NA,"2000"
"33201235",NA,"1999"
"33201235",NA,"1998"
"33201235",NA,"1997"
"33201235",NA,"1996"
"33201235",NA,"1995"
"33201235",NA,"2006"
"33204330",NA,"1998"
"33204400",NA,"2001"
"33204400",NA,"2000"
"33204400",NA,"1999"
"33204400",NA,"1998"
"33204400",NA,"1997"
"33204400",NA,"1996"
"33204400",NA,"1995"
"33204330",NA,"2003"
"33204330",NA,"2002"
"33204330",NA,"2001"
"33201239",NA,"2005"
"33204330",NA,"1999"
"32303175",NA,"2000"
"32201400",5,"2008"
"32201400",5,"2009"
