CN,Unit
22042995,l
22042996,l
22042997,l
22042998,l
22043010,l
22043092,l
22043094,l
22043096,l
22043098,l
22051010,l
22051090,l
22059010,l
22059090,l
22060010,l
22060031,l
22060039,l
22060051,l
22060059,l
22060081,l
22060089,l
22071000,l
22072000,l
22082012,l alc. 100%
22082014,l alc. 100%
22082026,l alc. 100%
22082027,l alc. 100%
22082029,l alc. 100%
22082040,l alc. 100%
22082062,l alc. 100%
22082064,l alc. 100%
22082086,l alc. 100%
22082087,l alc. 100%
22082089,l alc. 100%
22083011,l alc. 100%
22083019,l alc. 100%
22083030,l alc. 100%
22083041,l alc. 100%
22083049,l alc. 100%
22083061,l alc. 100%
22083069,l alc. 100%
22083071,l alc. 100%
22083079,l alc. 100%
22083082,l alc. 100%
22083088,l alc. 100%
22084011,l alc. 100%
22084031,l alc. 100%
22084039,l alc. 100%
22084051,l alc. 100%
22084091,l alc. 100%
22084099,l alc. 100%
22085011,l alc. 100%
22085019,l alc. 100%
22085091,l alc. 100%
22085099,l alc. 100%
22086011,l alc. 100%
22086019,l alc. 100%
22086091,l alc. 100%
22086099,l alc. 100%
22087010,l alc. 100%
22087090,l alc. 100%
22089011,l alc. 100%
22089019,l alc. 100%
22089033,l alc. 100%
22089038,l alc. 100%
22089041,l alc. 100%
22089045,l alc. 100%
22089048,l alc. 100%
22089054,l alc. 100%
22089056,l alc. 100%
22089069,l alc. 100%
22089071,l alc. 100%
22089075,l alc. 100%
22089077,l alc. 100%
22089078,l alc. 100%
22089091,l alc. 100%
22089099,l alc. 100%
22090011,l
22090019,l
22090091,l
22090099,l
23011000,-
23012000,-
23021010,-
23021090,-
23023010,-
23023090,-
23024002,-
23024008,-
23024010,-
23024090,-
23025000,-
23031011,-
23031019,-
23031090,-
23032010,-
23032090,-
23033000,-
23040000,-
23050000,-
23061000,-
23062000,-
23063000,-
23064100,-
23064900,-
23065000,-
23066000,-
23069005,-
23069011,-
23069019,-
23069090,-
23070011,-
23070019,-
23070090,-
23080011,-
23080019,-
23080040,-
23080090,-
23091011,-
23091013,-
23091015,-
23091019,-
23091031,-
23091033,-
23091039,-
23091051,-
23091053,-
23091059,-
23091070,-
23091090,-
23099010,-
23099020,-
23099031,-
23099033,-
23099035,-
23099039,-
23099041,-
23099043,-
23099049,-
23099051,-
23099053,-
23099059,-
23099070,-
23099091,-
23099096,-
24011035,-
24011060,-
24011070,-
24011085,-
24011095,-
24012035,-
24012060,-
24012070,-
24012085,-
24012095,-
24013000,-
24021000,1000 p/st
24022010,1000 p/st
24022090,1000 p/st
24029000,-
24031100,-
24031910,-
24031990,-
24039100,-
24039910,-
24039990,-
25010010,-
25010031,-
25010051,-
25010091,-
25010099,-
25020000,-
25030010,-
25030090,-
25041000,-
25049000,-
25051000,-
25059000,-
25061000,-
25062000,-
25070020,-
25070080,-
25081000,-
25083000,-
25084000,-
25085000,-
25086000,-
25087000,-
25090000,-
25101000,-
25102000,-
25111000,-
25112000,-
25120000,-
25131000,-
25132000,-
25140000,-
25151100,-
25151200,-
25152000,-
25161100,-
25161200,-
25162000,-
25169000,-
25171010,-
25171020,-
25171080,-
25172000,-
25173000,-
25174100,-
25174900,-
25181000,-
25182000,-
25183000,-
25191000,-
25199010,-
25199030,-
25199090,-
25201000,-
25202000,-
25210000,-
25221000,-
25222000,-
25223000,-
25231000,-
25232100,-
25232900,-
25233000,-
25239000,-
25241000,-
25249000,-
25251000,-
25252000,-
25253000,-
25261000,-
25262000,-
25280000,-
25291000,-
25292100,-
25292200,-
25293000,-
25301000,-
25302000,-
25309000,-
26011100,-
26011200,-
26012000,-
26020000,-
26030000,-
26040000,-
26050000,-
26060000,-
26070000,-
26080000,-
26090000,-
26100000,-
26110000,-
26121010,-
26121090,-
26122010,-
26122090,-
26131000,-
26139000,-
26140000,-
26151000,-
26159000,-
26161000,-
26169000,-
26171000,-
26179000,-
26180000,-
26190020,-
26190090,-
26201100,-
26201900,-
26202100,-
26202900,-
26203000,-
26204000,-
26206000,-
26209100,-
26209910,-
26209920,-
26209940,-
26209960,-
26209995,-
26211000,-
26219000,-
27011100,-
27011210,-
27011290,-
27011900,-
27012000,-
27021000,-
27022000,-
27030000,-
27040010,-
27040030,-
27040090,-
27050000,1000 m3
27060000,-
27071000,-
27072000,-
27073000,-
27074000,-
27075000,-
27079100,-
27079911,-
27079919,-
27079920,-
27079950,-
27079980,-
27079991,-
27079999,-
27081000,-
27082000,-
27090010,-
27090090,-
27101211,-
27101215,-
27101221,-
27101225,-
27101231,-
27101241,1000 l
27101245,1000 l
27101249,1000 l
27101251,1000 l
27101259,1000 l
27101270,-
27101290,-
27101911,-
27101915,-
27101921,-
27101925,-
27101929,-
27101931,-
27101935,-
27101943,-
27101946,-
27101947,-
27101948,-
27101951,-
27101955,-
27101962,-
27101964,-
27101968,-
27101971,-
27101975,-
27101981,-
27101983,-
27101985,-
27101987,-
27101991,-
27101993,-
27101999,-
27102011,-
27102015,-
27102017,-
27102019,-
27102031,-
27102035,-
27102039,-
27102090,-
27109100,-
27109900,-
27111100,TJ
27111211,-
27111219,-
27111291,-
27111293,-
27111294,-
27111297,-
27111310,-
27111330,-
27111391,-
27111397,-
27111400,-
27111900,-
27112100,TJ
27112900,-
27121010,-
27121090,-
27122010,-
27122090,-
27129011,-
27129019,-
27129031,-
27129033,-
27129039,-
27129091,-
27129099,-
27131100,-
27131200,-
27132000,-
27139010,-
27139090,-
27141000,-
27149000,-
27150000,-
27160000,1000 kWh
28011000,-
28012000,-
28013010,-
28013090,-
28020000,-
28030000,-
28041000,m3
28042100,m3
28042910,m3
28042990,m3
28043000,m3
28044000,m3
28045010,-
28045090,-
28046100,-
28046900,-
28047000,-
28048000,-
28049000,-
28051100,-
28051200,-
28051910,-
28051990,-
28053010,-
28053020,-
28053030,-
28053040,-
28053080,-
28054010,-
28054090,-
28061000,-
28062000,-
28070000,-
28080000,-
28091000,kg P2O5
28092000,kg P2O5
28100010,-
28100090,-
28111100,-
28111910,-
28111920,-
28111980,-
28112100,-
28112200,-
28112905,-
28112910,-
28112930,-
28112990,-
28121011,-
28121015,-
28121016,-
28121018,-
28121091,-
28121093,-
28121094,-
28121095,-
28121099,-
28129000,-
28131000,-
28139010,-
28139090,-
28141000,-
28142000,-
28151100,-
28151200,kg NaOH
28152000,kg KOH
28153000,-
28161000,-
28164000,-
28170000,-
28181011,-
28181019,-
28181091,-
28181099,-
28182000,-
28183000,-
28191000,-
28199010,-
28199090,-
28201000,-
28209010,-
28209090,-
28211000,-
28212000,-
28220000,-
28230000,-
28241000,-
28249000,-
28251000,-
28252000,-
28253000,-
28254000,-
28255000,-
28256000,-
28257000,-
28258000,-
28259011,-
28259019,-
28259020,-
28259040,-
28259060,-
28259085,-
28261200,-
28261910,-
28261990,-
28263000,-
28269010,-
28269080,-
28271000,-
28272000,-
28273100,-
28273200,-
28273500,-
28273910,-
28273920,-
28273930,-
28273985,-
28274100,-
28274910,-
28274990,-
28275100,-
28275900,-
28276000,-
28281000,-
28289000,-
28291100,-
28291900,-
28299010,-
28299040,-
28299080,-
28301000,-
28309011,-
28309085,-
28311000,-
28319000,-
28321000,-
28322000,-
28323000,-
28331100,-
28331900,-
28332100,-
28332200,-
28332400,-
28332500,-
28332700,-
28332920,-
28332930,-
28332960,-
28332980,-
28333000,-
28334000,-
28341000,-
28342100,-
28342920,-
28342940,-
28342980,-
28351000,-
28352200,-
28352400,-
28352500,-
28352600,-
28352910,-
28352930,-
28352990,-
28353100,-
28353900,-
28362000,-
28363000,-
28364000,-
28365000,-
28366000,-
28369100,-
28369200,-
28369911,-
28369917,-
28369990,-
28371100,-
28371900,-
28372000,-
28391100,-
28391900,-
28399000,-
28401100,-
28401910,-
28401990,-
28402010,-
28402090,-
28403000,-
28413000,-
28415000,-
28416100,-
28416900,-
28417000,-
28418000,-
28419030,-
28419085,-
28421000,-
28429010,-
28429080,-
28431010,-
28431090,-
28432100,-
28432900,-
28433000,g
28439010,-
28439090,g
28441010,kg U
28441030,kg U
28441050,kg U
28441090,kg U
28442025,gi F/S
28442035,gi F/S
28442051,gi F/S
28442059,gi F/S
28442099,gi F/S
28443011,-
28443019,-
28443051,-
28443055,-
28443061,-
28443069,-
28443091,-
28443099,-
28444010,-
28444020,-
28444030,-
28444080,-
28445000,gi F/S
28451000,-
28459010,-
28459090,-
28461000,-
28469010,-
28469020,-
28469030,-
28469090,-
28470000,kg H2O2
28480000,-
28491000,-
28492000,-
28499010,-
28499030,-
28499050,-
28499090,-
28500020,-
28500060,-
28500090,-
28521000,-
28529000,-
28530010,-
28530030,-
28530050,-
28530090,-
29011000,-
29012100,-
29012200,-
29012300,-
29012400,-
29012900,-
29021100,-
29021900,-
29022000,-
29023000,-
29024100,-
29024200,-
29024300,-
29024400,-
29025000,-
29026000,-
29027000,-
29029000,-
29031100,-
29031200,-
29031300,-
29031400,-
29031500,-
29031900,-
29032100,-
29032200,-
29032300,-
29032900,-
29033100,-
29033911,-
29033915,-
29033919,-
29033921,-
29033923,-
29033924,-
29033925,-
29033926,-
29033927,-
29033928,-
29033929,-
29033931,-
29033935,-
29033939,-
29033980,-
29037100,-
29037200,-
29037300,-
29037400,-
29037500,-
29037610,-
29037620,-
29037690,-
29037760,-
29037790,-
29037800,-
29037930,-
29037980,-
29038100,-
29038200,-
29038910,-
29038990,-
29039100,-
29039200,-
29039910,-
29039990,-
29041000,-
29042000,-
29049040,-
29049095,-
29051100,-
29051200,-
29051300,-
29051410,-
29051490,-
29051620,-
29051685,-
29051700,-
29051900,-
29052200,-
29052910,-
29052990,-
29053100,-
29053200,-
29053920,-
29053926,-
29053928,-
29053930,-
29053995,-
29054100,-
29054200,-
29054300,-
29054411,-
29054419,-
29054491,-
29054499,-
29054500,-
29054900,-
29055100,-
29055991,-
29055998,-
29061100,-
29061200,-
29061310,-
29061390,-
29061900,-
29062100,-
29062900,-
29071100,-
29071200,-
29071300,-
29071510,-
29071590,-
29071910,-
29071990,-
29072100,-
29072200,-
29072300,-
29072900,-
29081100,-
29081900,-
29089100,-
29089200,-
29089900,-
29091100,-
29091910,-
29091990,-
29092000,-
29093010,-
29093031,-
29093035,-
29093038,-
29093090,-
29094100,-
29094300,-
29094400,-
29094911,-
29094980,-
29095000,-
29096000,-
29101000,-
29102000,-
29103000,-
29104000,-
29109000,-
29110000,-
29121100,-
29121200,-
29121900,-
29122100,-
29122900,-
29124100,-
29124200,-
29124900,-
29125000,-
29126000,-
29130000,-
29141100,-
29141200,-
29141300,-
29141910,-
29141990,-
29142200,-
29142300,-
29142900,-
29143100,-
29143900,-
29144010,-
29144090,-
29145000,-
29146100,-
29146910,-
29146990,-
29147000,-
29151100,-
29151200,-
29151300,-
29152100,-
29152400,-
29152900,-
29153100,-
29153200,-
29153300,-
29153600,-
29153900,-
29154000,-
29155000,-
29156011,-
29156019,-
29156090,-
29157040,-
29157050,-
29159030,-
29159070,-
29161100,-
29161200,-
29161300,-
29161400,-
29161500,-
29161600,-
29161910,-
29161940,-
29161995,-
29162000,-
29163100,-
29163200,-
29163400,-
29163910,-
29163990,-
29171100,-
29171200,-
29171310,-
29171390,-
29171400,-
29171910,-
29171920,-
29171980,-
29172000,-
29173200,-
29173300,-
29173400,-
29173500,-
29173600,-
29173700,-
29173920,-
29173995,-
29181100,-
29181200,-
29181300,-
29181400,-
29181500,-
29181600,-
29181800,-
29181930,-
29181940,-
29181950,-
29181998,-
29182100,-
29182200,-
29182300,-
29182900,-
29183000,-
29189100,-
29189940,-
29189990,-
29191000,-
29199000,-
29201100,-
29201900,-
29209010,-
29209020,-
29209030,-
29209040,-
29209050,-
29209085,-
29211100,kg met.am.
29211940,-
29211950,-
29211960,-
29211999,-
29212100,-
29212200,-
29212900,-
29213010,-
29213091,-
29213099,-
29214100,-
29214200,-
29214300,-
29214400,-
29214500,-
29214600,-
29214900,-
29215111,-
29215119,-
29215190,-
29215950,-
29215990,-
29221100,-
29221200,-
29221310,-
29221390,-
29221400,-
29221910,-
29221920,-
29221930,-
29221985,-
29222100,-
29222900,-
29223100,-
29223900,-
29224100,-
29224200,-
29224300,-
29224400,-
29224920,-
29224985,-
29225000,-
29231000,-
29232000,-
29239000,-
29241100,-
29241200,-
29241900,-
29242100,-
29242300,-
29242400,-
29242910,-
29242998,-
29251100,-
29251200,-
29251920,-
29251995,-
29252100,-
29252900,-
29261000,-
29262000,-
29263000,-
29269020,-
29269095,-
29270000,-
29280010,-
29280090,-
29291000,-
29299000,-
29302000,-
29303000,-
29304010,-
29304090,-
29305000,-
29309013,-
29309016,-
29309020,-
29309030,-
29309040,-
29309050,-
29309060,-
29309099,-
29311000,-
29312000,-
29319010,-
29319020,-
29319030,-
29319040,-
29319050,-
29319060,-
29319080,-
29321100,-
29321200,-
29321300,-
29321900,-
29322010,-
29322020,-
29322090,-
29329100,-
29329200,-
29329300,-
29329400,-
29329500,-
29329900,-
29331110,-
29331190,-
29331910,-
29331990,-
29332100,-
29332910,-
29332990,-
29333100,-
29333200,-
29333300,-
29333910,-
29333920,-
29333925,-
29333935,-
29333940,-
29333945,-
29333950,-
29333955,-
29333999,-
29334100,-
29334910,-
29334930,-
29334990,-
29335200,-
29335310,-
29335390,-
29335400,-
29335500,-
29335910,-
29335920,-
29335995,-
29336100,-
29336910,-
29336940,-
29336980,-
29337100,-
29337200,-
29337900,-
29339110,-
29339190,-
29339920,-
29339950,-
29339980,-
29341000,-
29342020,-
29342080,-
29343010,-
29343090,-
29349100,-
29349960,-
29349990,-
29350030,-
29350090,-
29362100,-
29362200,-
29362300,-
29362400,-
29362500,-
29362600,-
29362700,-
29362800,-
29362900,-
29369000,-
29371100,g
29371200,g
29371900,g
29372100,g
29372200,g
29372300,g
29372900,g
29375000,g
29379000,g
29381000,-
29389010,-
29389030,-
29389090,-
29391100,-
29391900,-
29392000,-
29393000,-
29394100,-
29394200,-
29394300,-
29394400,-
29394900,-
29395100,-
29395900,-
29396100,-
29396200,-
29396300,-
29396900,-
29399100,-
29399900,-
29400000,-
29411000,-
29412030,-
29412080,-
29413000,-
29414000,-
29415000,-
29419000,-
29420000,-
30012010,-
30012090,-
30019020,-
30019091,-
30019098,-
30021010,-
30021091,-
30021098,-
30022000,-
30023000,-
30029010,-
30029030,-
30029050,-
30029090,-
30031000,-
30032000,-
30033100,-
30033900,-
30034020,-
30034030,-
30034040,-
30034080,-
30039000,-
30041000,-
30042000,-
30043100,-
30043200,-
30043900,-
30044020,-
30044030,-
30044040,-
30044080,-
30045000,-
30049000,-
30051000,-
30059010,-
30059031,-
30059050,-
30059099,-
30061010,-
30061030,-
30061090,-
30062000,-
30063000,-
30064000,-
30065000,-
30066000,-
30067000,-
30069100,-
30069200,-
31010000,-
31021010,kg N
31021090,kg N
31022100,kg N
31022900,kg N
31023010,kg N
31023090,kg N
31024010,kg N
31024090,kg N
31025000,kg N
31026000,kg N
31028000,kg N
31029000,kg N
31031010,kg P2O5
31031090,kg P2O5
31039000,kg P2O5
31042010,kg K2O
31042050,kg K2O
31042090,kg K2O
31043000,kg K2O
31049000,kg K2O
31051000,-
31052010,-
31052090,-
31053000,-
31054000,-
31055100,-
31055900,-
31056000,-
31059020,-
31059080,-
32011000,-
32012000,-
32019020,-
32019090,-
32021000,-
32029000,-
32030010,-
32030090,-
32041100,-
32041200,-
32041300,-
32041400,-
32041500,-
32041600,-
32041700,-
32041900,-
32042000,-
32049000,-
32050000,-
32061100,-
32061900,-
32062000,-
32064100,-
32064200,-
32064910,-
32064970,-
32065000,-
32071000,-
32072010,-
32072090,-
32073000,-
32074040,-
32074085,-
32081010,-
32081090,-
32082010,-
32082090,-
32089011,-
32089013,-
32089019,-
32089091,-
32089099,-
32091000,-
32099000,-
32100010,-
32100090,-
32110000,-
32121000,-
32129000,-
32131000,-
32139000,-
32141010,-
32141090,-
32149000,-
32151100,-
32151900,-
32159000,-
33011210,-
33011290,-
33011310,-
33011390,-
33011920,-
33011980,-
33012410,-
33012490,-
33012510,-
33012590,-
33012911,-
33012931,-
33012941,-
33012971,-
33012979,-
33012991,-
33013000,-
33019010,-
33019021,-
33019030,-
33019090,-
33021010,-
33021021,-
33021029,-
33021040,-
33021090,-
33029010,-
33029090,-
33030010,-
33030090,-
33041000,-
33042000,-
33043000,-
33049100,-
33049900,-
33051000,-
33052000,-
33053000,-
33059000,-
33061000,-
33062000,-
33069000,-
33071000,-
33072000,-
33073000,-
33074100,-
33074900,-
33079000,-
34011100,-
34011900,-
34012010,-
34012090,-
34013000,-
34021110,-
34021190,-
34021200,-
34021300,-
34021900,-
34022020,-
34022090,-
34029010,-
34029090,-
34031100,-
34031910,-
34031920,-
34031980,-
34039100,-
34039900,-
34042000,-
34049000,-
34051000,-
34052000,-
34053000,-
34054000,-
34059010,-
34059090,-
34060000,-
34070000,-
35011010,-
35011050,-
35011090,-
35019010,-
35019090,-
35021110,-
35021190,-
35021910,-
35021990,-
35022010,-
35022091,-
35022099,-
35029020,-
35029070,-
35029090,-
35030010,-
35030080,-
35040010,-
35040090,-
35051010,-
35051050,-
35051090,-
35052010,-
35052030,-
35052050,-
35052090,-
35061000,-
35069100,-
35069900,-
35071000,-
35079030,-
35079090,-
36010000,-
36020000,-
36030010,-
36030090,-
36041000,-
36049000,-
36050000,-
36061000,-
36069010,-
36069090,-
37011000,m2
37012000,p/st
37013000,m2
37019100,-
37019900,-
37021000,m2
37023191,m
37023197,m
37023210,-
37023220,-
37023285,-
37023900,-
37024100,m2
37024200,m2
37024300,m2
37024400,m2
37025200,-
37025300,p/st
37025400,p/st
37025500,m
37025600,-
37029610,-
37029690,p/st
37029710,-
37029790,m
37029800,-
37031000,-
37032000,-
37039000,-
37040010,-
37040090,-
37051000,-
37059010,-
37059090,-
37061020,m
37061099,m
37069052,m
37069091,m
37069099,m
37071000,-
37079020,-
37079090,-
38011000,-
38012010,-
38012090,-
38013000,-
38019000,-
38021000,-
38029000,-
38030010,-
38030090,-
38040000,-
38051010,-
38051030,-
38051090,-
38059010,-
38059090,-
38061000,-
38062000,-
38063000,-
38069000,-
38070010,-
38070090,-
38085000,-
38089110,-
38089120,-
38089130,-
38089140,-
38089190,-
38089210,-
38089220,-
38089230,-
38089240,-
38089250,-
38089260,-
38089290,-
38089311,-
38089313,-
38089315,-
38089317,-
38089321,-
38089323,-
38089327,-
38089330,-
38089390,-
38089410,-
38089420,-
38089490,-
38089910,-
38089990,-
38091010,-
38091030,-
38091050,-
38091090,-
38099100,-
38099200,-
38099300,-
38101000,-
38109010,-
38109090,-
38111110,-
38111190,-
38111900,-
38112100,-
38112900,-
38119000,-
38121000,-
38122010,-
38122090,-
38123021,-
38123029,-
38123080,-
38130000,-
38140010,-
38140090,-
38151100,-
38151200,-
38151910,-
38151990,-
38159010,-
38159090,-
38160000,-
38170050,-
38170080,-
38180010,-
38180090,-
38190000,-
38200000,-
38210000,-
38220000,-
38231100,-
38231200,-
38231300,-
38231910,-
38231930,-
38231990,-
38237000,-
38241000,-
38243000,-
38244000,-
38245010,-
38245090,-
38246011,-
38246019,-
38246091,-
38246099,-
38247100,-
38247200,-
38247300,-
38247400,-
38247500,-
38247600,-
38247700,-
38247810,-
38247820,-
38247830,-
38247840,-
38247880,-
38247890,-
38247900,-
38248100,-
38248200,-
38248300,-
38249010,-
38249015,-
38249020,-
38249025,-
38249030,-
38249045,-
38249050,-
38249055,-
38249058,-
38249061,-
38249062,-
38249064,-
38249065,-
38249070,-
38249075,-
38249080,-
38249085,-
38249087,-
38249092,-
38249093,-
38249096,-
38251000,-
38252000,-
38253000,-
38254100,-
38254900,-
38255000,-
38256100,-
38256900,-
38259010,-
38259090,-
38260010,-
38260090,-
39011010,-
39011090,-
39012010,-
39012090,-
39013000,-
39019030,-
39019090,-
39021000,-
39022000,-
39023000,-
39029010,-
39029020,-
39029090,-
39031100,-
39031900,-
39032000,-
39033000,-
39039010,-
39039020,-
39039090,-
39041000,-
39042100,-
39042200,-
39043000,-
39044000,-
39045010,-
39045090,-
39046100,-
39046910,-
39046920,-
39046980,-
39049000,-
39051200,-
39051900,-
39052100,-
39052900,-
39053000,-
39059100,-
39059910,-
39059990,-
39061000,-
39069010,-
39069020,-
39069030,-
39069040,-
39069050,-
39069060,-
39069090,-
39071000,-
39072011,-
39072020,-
39072091,-
39072099,-
39073000,-
39074000,-
39075000,-
39076020,-
39076080,-
39077000,-
39079110,-
39079190,-
39079910,-
39079990,-
39081000,-
39089000,-
39091000,-
39092000,-
39093000,-
39094000,-
39095010,-
39095090,-
39100000,-
39111000,-
39119011,-
39119013,-
39119019,-
39119092,-
39119099,-
39121100,-
39121200,-
39122011,-
39122019,-
39122090,-
39123100,-
39123920,-
39123985,-
39129010,-
39129090,-
39131000,-
39139000,-
39140000,-
39151000,-
39152000,-
39153000,-
39159011,-
39159080,-
39161000,-
39162000,-
39169010,-
39169050,-
39169090,-
39171010,-
39171090,-
39172110,-
39172190,-
39172210,-
39172290,-
39172310,-
39172390,-
39172900,-
39173100,-
39173200,-
39173300,-
39173900,-
39174000,-
39181010,m2
39181090,m2
39189000,m2
39191012,-
39191015,-
39191019,-
39191080,-
39199000,-
39201023,-
39201024,-
39201025,-
39201028,-
39201040,-
39201081,-
39201089,-
39202021,-
39202029,-
39202080,-
39203000,-
39204310,-
39204390,-
39204910,-
39204990,-
39205100,-
39205910,-
39205990,-
39206100,-
39206212,-
39206219,-
39206290,-
39206300,-
39206900,-
39207100,-
39207310,-
39207380,-
39207910,-
39207990,-
39209100,-
39209200,-
39209300,-
39209400,-
39209921,-
39209928,-
39209952,-
39209953,-
39209959,-
39209990,-
39211100,-
39211200,-
39211310,-
39211390,-
39211400,-
39211900,-
39219010,-
39219030,-
39219041,-
39219043,-
39219049,-
39219055,-
39219060,-
39219090,-
39221000,-
39222000,-
39229000,-
39231000,-
39232100,-
39232910,-
39232990,-
39233010,p/st
39233090,p/st
39234010,-
39234090,-
39235010,-
39235090,-
39239000,-
39241000,-
39249000,-
39251000,-
39252000,p/st
39253000,-
39259010,-
39259020,-
39259080,-
39261000,-
39262000,-
39263000,-
39264000,-
39269050,-
39269092,-
39269097,-
40011000,-
40012100,-
40012200,-
40012900,-
40013000,-
40021100,-
40021910,-
40021920,-
40021930,-
40021990,-
40022000,-
40023100,-
40023900,-
40024100,-
40024900,-
40025100,-
40025900,-
40026000,-
40027000,-
40028000,-
40029100,-
40029910,-
40029990,-
40030000,-
40040000,-
40051000,-
40052000,-
40059100,-
40059900,-
40061000,-
40069000,-
40070000,-
40081100,-
40081900,-
40082110,m2
40082190,-
40082900,-
40091100,-
40091200,-
40092100,-
40092200,-
40093100,-
40093200,-
40094100,-
40094200,-
40101100,-
40101200,-
40101900,-
40103100,-
40103200,-
40103300,-
40103400,-
40103500,-
40103600,-
40103900,-
40111000,p/st
40112010,p/st
40112090,p/st
40113000,p/st
40114000,p/st
40115000,p/st
40116100,p/st
40116200,p/st
40116300,p/st
40116900,p/st
40119200,p/st
40119300,p/st
40119400,p/st
40119900,p/st
40121100,p/st
40121200,p/st
40121300,p/st
40121900,p/st
40122000,p/st
40129020,-
40129030,-
40129090,-
40131000,p/st
40132000,p/st
40139000,p/st
40141000,-
40149000,-
40151100,pa
40151900,pa
40159000,-
40161000,-
40169100,-
40169200,-
40169300,-
40169400,-
40169500,-
40169952,-
40169957,-
40169991,-
40169997,-
40170000,-
41012010,p/st
41012030,p/st
41012050,p/st
41012080,p/st
41015010,p/st
41015030,p/st
41015050,p/st
41015090,p/st
41019000,-
41021010,p/st
41021090,p/st
41022100,p/st
41022900,p/st
41032000,p/st
41033000,p/st
41039000,-
41041110,p/st
41041151,p/st
41041159,p/st
41041190,p/st
41041910,p/st
41041951,p/st
41041959,p/st
41041990,p/st
41044111,p/st
41044119,p/st
41044151,p/st
41044159,p/st
41044190,p/st
41044911,p/st
41044919,p/st
41044951,p/st
41044959,p/st
41044990,p/st
41051000,p/st
41053010,p/st
41053090,p/st
41062100,p/st
41062210,p/st
41062290,p/st
41063100,p/st
41063200,p/st
41064010,p/st
41064090,p/st
41069100,-
41069200,p/st
41071111,m2
41071119,m2
41071190,m2
41071211,m2
41071219,m2
41071291,m2
41071299,m2
41071910,m2
41071990,m2
41079110,-
41079190,m2
41079210,m2
41079290,m2
41079910,m2
41079990,m2
41120000,m2
41131000,m2
41132000,m2
41133000,m2
41139000,m2
41141010,p/st
41141090,p/st
41142000,m2
41151000,-
41152000,-
42010000,-
42021110,p/st
42021190,-
42021211,p/st
42021219,-
42021250,-
42021291,p/st
42021299,-
42021910,-
42021990,-
42022100,p/st
42022210,p/st
42022290,p/st
42022900,p/st
42023100,-
42023210,-
42023290,-
42023900,-
42029110,-
42029180,-
42029211,-
42029215,-
42029219,-
42029291,-
42029298,-
42029900,-
42031000,-
42032100,pa
42032910,pa
42032990,pa
42033000,-
42034000,-
42050011,-
42050019,-
42050090,-
42060000,-
43011000,p/st
43013000,p/st
43016000,p/st
43018000,-
43019000,-
43021100,p/st
43021915,p/st
43021935,p/st
43021941,p/st
43021949,p/st
43021975,p/st
43021980,p/st
43021999,-
43022000,-
43023010,-
43023025,p/st
43023051,p/st
43023055,p/st
43023099,-
43031010,-
43031090,-
43039000,-
43040000,-
44011000,-
44012100,-
44012200,-
44013100,-
44013920,-
44013930,-
44013980,-
44021000,-
44029000,-
44031000,m3
44032011,m3
44032019,m3
44032031,m3
44032039,m3
44032091,m3
44032099,m3
44034100,m3
44034910,m3
44034935,m3
44034995,m3
44039110,m3
44039190,m3
44039210,m3
44039290,m3
44039910,m3
44039930,m3
44039951,m3
44039959,m3
44039995,m3
44041000,-
44042000,-
44050000,-
44061000,m3
44069000,m3
44071015,m3
44071031,m3
44071033,m3
44071038,m3
44071091,m3
44071093,m3
44071098,m3
44072110,m3
44072191,m3
44072199,m3
44072210,m3
44072291,m3
44072299,m3
44072510,m3
44072530,m3
44072550,m3
44072590,m3
44072610,m3
44072630,m3
44072650,m3
44072690,m3
44072710,m3
44072791,m3
44072799,m3
44072810,m3
44072891,m3
44072899,m3
44072915,m3
44072920,m3
44072925,m3
44072945,m3
44072960,m3
44072983,m3
44072985,m3
44072995,m3
44079115,m3
44079131,m2
44079139,m3
44079190,m3
44079200,m3
44079310,m3
44079391,m3
44079399,m3
44079410,m3
44079491,m3
44079499,m3
44079510,m3
44079591,m3
44079599,m3
44079927,m3
44079940,m3
44079991,m3
44079996,m3
44079998,m3
44081015,m3
44081091,m3
44081098,m3
44083111,m3
44083121,m3
44083125,m3
44083130,m3
44083915,m3
44083921,m3
44083930,m3
44083955,m3
44083970,m3
44083985,m3
44083995,m3
44089015,m3
44089035,m3
44089085,m3
44089095,m3
44091011,m
44091018,-
44092100,-
44092910,m
44092991,m2
44092999,-
44101110,m3
44101130,m3
44101150,m3
44101190,m3
44101210,m3
44101290,m3
44101900,m3
44109000,m3
44111210,m3
44111290,m3
44111310,m3
44111390,m3
44111410,m3
44111490,m3
44119210,m3
44119290,m3
44119310,m3
44119390,m3
44119410,m3
44119490,m3
44121000,m3
44123110,m3
44123190,m3
44123210,m3
44123290,m3
44123900,m3
44129410,m3
44129490,m3
44129930,m3
44129940,m3
44129950,m3
44129985,m3
44130000,m3
44140010,-
44140090,-
44151010,-
44151090,-
44152020,p/st
44152090,-
44160000,-
44170000,-
44181010,p/st
44181050,p/st
44181090,p/st
44182010,p/st
44182050,p/st
44182080,p/st
44184000,-
44185000,-
44186000,-
44187100,m2
44187200,m2
44187900,m2
44189010,-
44189080,-
44190010,-
44190090,-
44201011,-
44201019,-
44209010,m3
44209091,-
44209099,-
44211000,p/st
44219091,-
44219095,p/st
44219097,-
45011000,-
45019000,-
45020000,-
45031010,-
45031090,-
45039000,-
45041011,-
45041019,-
45041091,-
45041099,-
45049020,-
